team_name,team_index,rd1_prob,rd2_prob,rd3_prob,rd4_prob,rd5_prob,rd6_prob,rd1_act,rd2_act,rd3_act,rd4_act,rd5_act,rd6_act,rd1_chalk,rd2_chalk,rd3_chalk,rd4_chalk,rd5_chalk,rd6_chalk,team_rating,team_region,team_seed
UCLA,22,0.925615737,0.653924319,0.378881875,0.164720793,0.064927499,0.032371101,1,1,0,0,0,0,1,1,1,0,0,0,89.83,East,4
Akron,23,0.074384263,0.016224002,0.004339122,0.000830954,0.000122487,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,76.69,East,13
Texas,24,0.5419295,0.207838461,0.082545628,0.043176535,0.016861896,0.008346864,1,0,0,0,0,0,1,0,0,0,0,0,86.32,East,6
Virginia Tech,25,0.4580705,0.162353061,0.065764671,0.03492657,0.011088832,0.00466408,0,0,0,0,0,0,0,0,0,0,0,0,84.68,East,11
Purdue,26,0.939351259,0.620506332,0.300734729,0.182762339,0.073484435,0.037203705,1,1,0,0,0,0,1,1,0,0,0,0,89.1,East,3
Yale,27,0.060648741,0.009302146,0.001492088,0.000359484,3.92E-05,6.60E-06,0,0,0,0,0,0,0,0,0,0,0,0,74.74,East,14
Murray State,28,0.580126824,0.109517412,0.031927608,0.011894555,0.002926575,0.001000159,1,0,0,0,0,0,1,0,0,0,0,0,81.35,East,7
San Francisco,29,0.419873176,0.065411014,0.017317999,0.005963341,0.001342095,0.000425767,0,0,0,0,0,0,0,0,0,0,0,0,81.78,East,10
Kentucky,30,0.95486797,0.812271396,0.498653006,0.333221544,0.152434582,0.085168769,0,0,0,0,0,0,1,1,1,1,0,0,91.22,East,2
Saint Peter's,31,0.04513203,0.012800177,0.001564271,0.000276676,3.13E-05,5.43E-06,1,1,1,0,0,0,0,0,0,0,0,0,74.17,East,15
Arizona,32,0.963036482,0.805726612,0.47939526,0.287319694,0.152118364,0.06843684,1,1,0,0,0,0,1,1,1,1,0,0,90.92,South,1
Wright State,33,0.036963518,0.008277322,0.00110775,0.000166931,2.73E-05,3.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,74.25,South,16
Seton Hall,34,0.482523004,0.087836901,0.029016557,0.010173359,0.003564174,0.001054966,0,0,0,0,0,0,0,0,0,0,0,0,82.61,South,8
Texas Christian,35,0.517476996,0.098159166,0.036956535,0.014599045,0.005117769,0.001515722,1,0,0,0,0,0,1,0,0,0,0,0,81.93,South,9
Houston,36,0.768048297,0.454564518,0.250296293,0.151853308,0.082730616,0.038360698,1,1,1,0,0,0,1,1,0,0,0,0,88.72,South,5
Alabama-Birmingham,37,0.231951703,0.084512018,0.0233865,0.0080008,0.002874432,0.000872287,0,0,0,0,0,0,0,0,0,0,0,0,81.17,South,12
Illinois,38,0.806639407,0.412025852,0.169712605,0.081260116,0.037394428,0.014551377,1,0,0,0,0,0,1,0,0,0,0,0,86.76,South,4
Chattanooga,39,0.193360593,0.048897612,0.010128501,0.00268564,0.000757574,0.000181144,0,0,0,0,0,0,0,0,0,0,0,0,78.7,South,13
Colorado State,40,0.310088602,0.080358054,0.027073333,0.008197593,0.002685662,0.00074395,0,0,0,0,0,0,0,0,0,0,0,0,81.65,South,6
Michigan,41,0.689911398,0.26802263,0.105688371,0.037239853,0.014934779,0.005057316,1,1,0,0,0,0,1,0,0,0,0,0,84.73,South,11
Tennessee,42,0.941402379,0.641797739,0.337682081,0.158112155,0.082235045,0.036313076,1,0,0,0,0,0,1,1,0,0,0,0,88.87,South,3
Longwood,43,0.058597621,0.009821577,0.001144481,0.000124991,1.84E-05,2.32E-06,0,0,0,0,0,0,0,0,0,0,0,0,73.42,South,14
Ohio State,44,0.551158109,0.18084036,0.076045406,0.026487557,0.010614949,0.003591896,1,0,0,0,0,0,1,0,0,0,0,0,84.15,South,7
Loyola (IL),45,0.448841891,0.132664708,0.055630248,0.019321544,0.007607533,0.002529115,0,0,0,0,0,0,0,0,0,0,0,0,83.7,South,10
Villanova,46,0.948320572,0.677927051,0.395635956,0.194338079,0.103531137,0.046883128,1,1,1,1,0,0,1,1,1,0,0,0,90.22,South,2
Delaware,47,0.051679428,0.008567882,0.001100123,0.000119334,1.72E-05,2.14E-06,0,0,0,0,0,0,0,0,0,0,0,0,73.57,South,15
Kansas,48,0.968928817,0.785008297,0.508663897,0.331550597,0.185831777,0.089783018,1,1,1,1,1,1,1,1,1,1,1,0,91.27,Midwest,1
Texas Southern,49,0.031071183,0.005237626,0.000521218,5.71E-05,6.65E-06,7.05E-07,0,0,0,0,0,0,0,0,0,0,0,0,71.14,Midwest,16
San Diego State,50,0.55441182,0.122817636,0.045706622,0.017693748,0.006041914,0.001790618,0,0,0,0,0,0,1,0,0,0,0,0,83.49,Midwest,8
Creighton,51,0.44558818,0.086936441,0.032167761,0.01238535,0.003827769,0.001031375,1,0,0,0,0,0,0,0,0,0,0,0,81.49,Midwest,9
Iowa,52,0.816344259,0.613861534,0.314340823,0.194366048,0.095515839,0.040361918,0,0,0,0,0,0,1,1,0,0,0,0,88.96,Midwest,5
Richmond,53,0.183655741,0.087109056,0.019585997,0.006312305,0.001686614,0.000395701,1,0,0,0,0,0,0,0,0,0,0,0,79.91,Midwest,12
Providence,54,0.665544234,0.222246343,0.061315051,0.02344798,0.00730217,0.001981874,1,1,0,0,0,0,1,0,0,0,0,0,82.72,Midwest,4
South Dakota State,55,0.334455766,0.076783068,0.017698632,0.005825526,0.00150531,0.000342113,0,0,0,0,0,0,0,0,0,0,0,0,79.67,Midwest,13
Louisiana State,56,0.671008514,0.352628479,0.157598434,0.059758109,0.028978854,0.012083844,0,0,0,0,0,0,1,0,0,0,0,0,85.72,Midwest,6
Iowa State,57,0.328991486,0.129201837,0.042328605,0.011741996,0.003304838,0.000814627,1,1,0,0,0,0,0,0,0,0,0,0,80.57,Midwest,11
Wisconsin,58,0.84888905,0.481604478,0.21615717,0.082319323,0.028884129,0.008786032,1,0,0,0,0,0,1,1,0,0,0,0,84.66,Midwest,3
Colgate,59,0.15111095,0.036565206,0.007309573,0.001243843,0.000226701,3.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,76.4,Midwest,14
Southern California,60,0.517958566,0.120156696,0.049792744,0.01421971,0.004674136,0.001335709,0,0,0,0,0,0,1,0,0,0,0,0,83.02,Midwest,7
Miami (FL),61,0.482041434,0.107425722,0.039004841,0.009690228,0.003029501,0.00082529,1,1,1,0,0,0,0,0,0,0,0,0,81.13,Midwest,10
Auburn,62,0.945098252,0.758446148,0.485510202,0.229130519,0.122917033,0.056761742,1,0,0,0,0,0,1,1,1,0,0,0,89.48,Midwest,2
Jacksonville State,63,0.054901748,0.013971434,0.002298432,0.000257579,3.74E-05,4.92E-06,0,0,0,0,0,0,0,0,0,0,0,0,73.15,Midwest,15
