team_name,team_index,rd1_prob,rd2_prob,rd3_prob,rd4_prob,rd5_prob,rd6_prob,rd1_act,rd2_act,rd3_act,rd4_act,rd5_act,rd6_act,rd1_chalk,rd2_chalk,rd3_chalk,rd4_chalk,rd5_chalk,rd6_chalk,team_rating,team_region,team_seed
St. Bonaventure,19,0.404914932,0.135654879,0.059120013,0.024051895,0.005914474,0.001921766,0,0,0,0,0,0,0,0,0,0,0,0,82.87,East,9
Colorado,20,0.695153053,0.369625859,0.174151302,0.085134034,0.025773135,0.009972118,1,0,0,0,0,0,1,0,0,0,0,0,86.03,East,5
Georgetown,21,0.304846947,0.115145827,0.038106237,0.013689705,0.002941701,0.000851544,0,0,0,0,0,0,0,0,0,0,0,0,81.33,East,12
Florida State,22,0.829323844,0.469730054,0.228092802,0.114478628,0.035747158,0.01419054,1,1,0,0,0,0,1,1,0,0,0,0,86.76,East,4
North Carolina-Greensboro,23,0.170676156,0.045498261,0.010362607,0.002673832,0.000406783,8.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,77.75,East,13
Brigham Young,24,0.570310707,0.274807464,0.113177882,0.050751559,0.013899608,0.004946692,0,0,0,0,0,0,1,0,0,0,0,0,84.53,East,6
UCLA,25,0.429689293,0.184489976,0.06722179,0.027167095,0.006626075,0.00213805,1,1,1,1,0,0,0,0,0,0,0,0,82.92,East,11
Texas,26,0.845872572,0.500489332,0.234034194,0.11685774,0.03623693,0.014302425,0,0,0,0,0,0,1,1,0,0,0,0,86.75,East,3
Abilene Christian,27,0.154127428,0.040213228,0.008020751,0.001919333,0.000270088,5.38E-05,1,0,0,0,0,0,0,0,0,0,0,0,77.04,East,14
Connecticut,28,0.539299601,0.222329021,0.118276452,0.056516261,0.016646672,0.006295827,0,0,0,0,0,0,1,0,0,0,0,0,85.26,East,7
Maryland,29,0.460700399,0.176837481,0.089161441,0.040376309,0.011181887,0.004016834,1,0,0,0,0,0,0,0,0,0,0,0,84.36,East,10
Alabama,30,0.951935241,0.595572422,0.369402625,0.20665783,0.07356091,0.032511092,1,1,0,0,0,0,1,1,1,1,0,0,88.84,East,2
Iona,31,0.048064759,0.005261076,0.000704865,8.91E-05,6.61E-06,7.29E-07,0,0,0,0,0,0,0,0,0,0,0,0,71.81,East,15
Baylor,32,0.981697964,0.718449209,0.568141916,0.405534928,0.240603107,0.132539452,1,1,1,1,1,1,1,1,1,1,0,0,93.64,South,1
Hartford,33,0.018302036,0.001295509,0.000168598,1.90E-05,1.71E-06,1.61E-07,0,0,0,0,0,0,0,0,0,0,0,0,70.93,South,16
North Carolina,34,0.445923895,0.116758641,0.070998831,0.037246623,0.015454216,0.006070543,0,0,0,0,0,0,0,0,0,0,0,0,86.09,South,8
Wisconsin,35,0.554076105,0.163496641,0.105352684,0.058943629,0.026242618,0.011004672,1,0,0,0,0,0,1,0,0,0,0,0,87.33,South,9
Villanova,36,0.752323443,0.364917536,0.091413384,0.041122778,0.014499159,0.004902104,1,1,0,0,0,0,1,0,0,0,0,0,84.75,South,5
Winthrop,37,0.247676557,0.070908143,0.009279918,0.002579416,0.000560764,0.000121483,0,0,0,0,0,0,0,0,0,0,0,0,78.42,South,12
Purdue,38,0.81093441,0.500530002,0.146600543,0.073241734,0.028835676,0.010791061,0,0,0,0,0,0,1,1,0,0,0,0,86.47,South,4
North Texas,39,0.18906559,0.063644319,0.008044126,0.002174686,0.000460043,9.72E-05,1,0,0,0,0,0,0,0,0,0,0,0,78.16,South,13
Texas Tech,40,0.670883202,0.38144028,0.185104855,0.069451182,0.028055419,0.010751152,1,0,0,0,0,0,1,0,0,0,0,0,86.44,South,6
Utah State,41,0.329116798,0.142228191,0.05205415,0.014523699,0.004513261,0.001358823,0,0,0,0,0,0,0,0,0,0,0,0,82.37,South,11
Arkansas,42,0.762796672,0.403660062,0.190939009,0.069694404,0.027479435,0.010297471,1,1,1,0,0,0,1,1,0,0,0,0,86.27,South,3
Colgate,43,0.237203328,0.072671467,0.020613674,0.004439282,0.001092805,0.000265553,0,0,0,0,0,0,0,0,0,0,0,0,79.61,South,14
Florida,44,0.579495387,0.178461223,0.076485587,0.021903777,0.006966674,0.002142718,1,0,0,0,0,0,1,0,0,0,0,0,83.04,South,7
Virginia Tech,45,0.420504613,0.109422617,0.040837166,0.010088845,0.002811408,0.000765799,0,0,0,0,0,0,0,0,0,0,0,0,81.21,South,10
Ohio State,46,0.943777141,0.700860346,0.432250443,0.188864399,0.087215476,0.03784039,0,0,0,0,0,0,1,1,1,0,0,0,89.35,South,2
Oral Roberts,47,0.056222859,0.011255814,0.001715117,0.000171628,2.07E-05,2.59E-06,1,1,0,0,0,0,0,0,0,0,0,0,73.27,South,15
Illinois,48,0.977151372,0.813374482,0.650669964,0.445882726,0.271847418,0.149640886,1,0,0,0,0,0,1,1,1,1,1,0,93.85,Midwest,1
Drexel,49,0.022848628,0.003581187,0.000586265,7.13E-05,8.13E-06,9.12E-07,0,0,0,0,0,0,0,0,0,0,0,0,72.43,Midwest,16
Loyola (IL),50,0.715025067,0.149492068,0.083505714,0.036251966,0.013859747,0.004850998,1,1,0,0,0,0,1,0,0,0,0,0,85.09,Midwest,8
Georgia Tech,51,0.284974933,0.033552264,0.018790769,0.008181866,0.003137101,0.001100988,0,0,0,0,0,0,0,0,0,0,0,0,79.84,Midwest,9
Tennessee,52,0.744409392,0.442076742,0.122951194,0.055379925,0.021944304,0.007944025,0,0,0,0,0,0,1,1,0,0,0,0,85.79,Midwest,5
Oregon State,53,0.255590608,0.099729388,0.015473077,0.004433397,0.00114092,0.000275777,1,1,1,0,0,0,0,0,0,0,0,0,79.7,Midwest,12
Oklahoma State,54,0.80014785,0.40696807,0.102305518,0.042788411,0.015779837,0.005339152,1,0,0,0,0,0,1,0,0,0,0,0,84.89,Midwest,4
Liberty,55,0.19985215,0.0512258,0.0057175,0.001240216,0.000245421,4.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,76.98,Midwest,13
San Diego State,56,0.609416887,0.318176163,0.130238725,0.046698727,0.018892691,0.0069747,0,0,0,0,0,0,1,0,0,0,0,0,85.6,Midwest,6
Syracuse,57,0.390583113,0.171373776,0.057899396,0.017312283,0.005971454,0.001897646,1,1,0,0,0,0,0,0,0,0,0,0,83.07,Midwest,11
West Virginia,58,0.905589803,0.496125754,0.20821633,0.076462407,0.031584211,0.011891655,1,0,0,0,0,0,1,1,0,0,0,0,86.62,Midwest,3
Morehead State,59,0.094410197,0.014324306,0.001681469,0.000185318,2.56E-05,3.44E-06,0,0,0,0,0,0,0,0,0,0,0,0,73.72,Midwest,14
Clemson,60,0.423615108,0.10669785,0.044849922,0.012614249,0.004121234,0.001244866,0,0,0,0,0,0,0,0,0,0,0,0,82.37,Midwest,7
Rutgers,61,0.576384892,0.171417525,0.081503853,0.026171117,0.009612817,0.003240257,1,0,0,0,0,0,1,0,0,0,0,0,84.13,Midwest,10
Houston,62,0.963993613,0.716903955,0.474986771,0.226273713,0.117011019,0.054653095,1,1,1,1,0,0,1,1,1,0,0,0,90.55,Midwest,2
Cleveland State,63,0.036006387,0.00498067,0.000623533,5.24E-05,5.59E-06,5.88E-07,0,0,0,0,0,0,0,0,0,0,0,0,71.8,Midwest,15
